	TF	Target	Label
581	27130	4949	0
582	27203	13656	0
583	27203	31620	0
584	27203	9609	0
585	27203	8038	0
586	27203	37292	0
587	27203	16997	0
588	27341	22192	0
589	27341	9236	0
590	27341	23036	0
591	27341	22660	0
592	27341	25687	0
593	27341	27976	0
594	27350	8433	0
595	27437	34308	0
596	27494	21319	0
597	27494	18258	0
598	27494	1444	0
599	27494	21047	0
600	27494	36557	0
601	27833	31484	0
602	27833	7727	0
603	27833	13515	0
604	27862	22428	0
605	27862	8898	0
606	27975	22131	0
607	27990	17973	0
608	28001	16290	0
609	28001	17144	0
610	28115	6191	0
611	28115	36081	0
612	28115	32120	0
613	28188	31010	0
614	28188	13365	0
615	28230	33610	0
616	28230	22699	0
617	28420	25290	0
618	28420	36409	0
619	28437	9580	0
620	28444	22628	0
621	28444	2297	0
622	28528	14772	0
623	28528	14999	0
624	28541	630	0
625	28541	556	0
626	28541	27937	0
627	28541	35176	0
628	28541	19992	0
629	28638	28332	0
630	28638	7931	0
631	28638	21726	0
632	29039	3098	0
633	29039	18311	0
634	29039	26425	0
635	29062	4986	0
636	29062	7817	0
637	29062	29010	0
638	29062	37286	0
639	29062	28572	0
640	29146	27766	0
641	29277	27612	0
642	29378	21898	0
643	29486	36694	0
644	29687	21371	0
645	29687	33538	0
646	29687	16548	0
647	29687	12879	0
648	29687	18725	0
649	29687	45	0
650	29687	22292	0
651	29687	27435	0
652	29816	206	0
653	29822	26138	0
654	29980	9575	0
655	29982	12088	0
656	30005	22937	0
657	30005	18146	0
658	30121	22533	0
659	30121	31001	0
660	30121	3861	0
661	30121	3811	0
662	30503	22773	0
663	30567	7156	0
664	30567	35284	0
665	30609	10716	0
666	30692	9316	0
667	30692	29	0
668	30692	8219	0
669	30692	16122	0
670	30692	28760	0
671	30692	36638	0
672	30692	19771	0
673	30692	22056	0
674	30692	37317	0
675	30692	21941	0
676	30692	31766	0
677	30692	8118	0
678	30692	21533	0
679	30692	30732	0
680	30722	32340	0
681	30828	21738	0
682	30828	7530	0
683	30927	34599	0
684	30927	6632	0
685	30927	36018	0
686	30927	21321	0
687	30951	5622	0
688	31031	7136	0
689	31031	31596	0
690	31031	23103	0
691	31053	3413	0
692	31053	3046	0
693	31158	16524	0
694	31265	22415	0
695	31265	35312	0
696	31265	6998	0
697	31265	33444	0
698	31265	21901	0
699	31316	8157	0
700	31331	26757	0
701	31493	25845	0
702	31493	22205	0
703	31493	21429	0
704	31493	8266	0
705	31655	462	0
706	31655	35077	0
707	31655	1023	0
708	31655	17473	0
709	31655	12640	0
710	31655	29195	0
711	31655	21554	0
712	31655	15392	0
713	31655	36206	0
714	31655	31994	0
715	31705	2875	0
716	31705	12512	0
717	31705	17704	0
718	31705	26551	0
719	31705	7428	0
720	31705	3571	0
721	31750	30535	0
722	31798	26248	0
723	31798	36971	0
724	31889	25336	0
725	31889	17880	0
726	31889	36721	0
727	31920	27602	0
728	32285	5897	0
729	33240	33626	0
730	33240	19081	0
731	33240	30011	0
732	33240	28459	0
733	33240	36059	0
734	33289	34243	0
735	33465	17706	0
736	33465	14045	0
737	33882	28358	0
738	33882	16513	0
739	33885	22793	0
740	33886	26345	0
741	34007	1773	0
742	34007	35154	0
743	34156	22247	0
744	34244	23075	0
745	34590	33643	0
746	34737	13546	0
747	34737	1895	0
748	34737	28538	0
749	34737	12854	0
750	34737	52	0
751	34902	3803	0
752	35279	37064	0
753	35379	30144	0
754	35379	37123	0
755	35379	19802	0
756	35422	9365	0
757	35422	27256	0
758	35423	9706	0
759	35506	16950	0
760	35506	37201	0
761	35506	2411	0
762	35506	30719	0
763	35506	25745	0
764	35506	30048	0
765	35524	14819	0
766	35760	29859	0
767	35760	30953	0
768	35776	34213	0
769	35776	14124	0
770	35847	14785	0
771	35847	4252	0
772	35847	17220	0
773	35847	21957	0
774	35847	20951	0
775	35847	15733	0
776	36175	26728	0
777	36175	27768	0
778	36175	14580	0
779	36175	5938	0
780	36293	16370	0
781	36293	1941	0
782	36293	4583	0
783	36293	18113	0
784	36295	28203	0
785	36295	26978	0
786	36295	7210	0
787	36335	25749	0
788	36352	12211	0
789	36352	30069	0
790	36352	8467	0
791	36352	9688	0
792	36352	27257	0
793	36400	37056	0
794	36400	14402	0
795	36400	21910	0
796	36400	32089	0
797	36400	13062	0
798	36400	37211	0
799	36400	9431	0
800	36415	4129	0
801	36415	37268	0
802	36416	1429	0
803	36454	11950	0
804	36454	9483	0
805	36454	22552	0
806	36747	37236	0
807	36966	23503	0
808	36966	28081	0
